Primary category name,Secondary category name,Tertiary category name,attribute,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,,
Baby products,Baby bath skin care,shampoo,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Washing two in one,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Washing two in one,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Washing two in one,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Washing two in one,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,Washing two in one,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,hand soap,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,hand soap,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,hand soap,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,hand soap,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,hand soap,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Laundry soap,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Laundry soap,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Laundry soap,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Laundry soap,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,Laundry soap,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath and skin care gift box,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath and skin care gift box,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath and skin care gift box,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath and skin care gift box,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,Bath and skin care gift box,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Baby soap / children's soap / soap,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Baby soap / children's soap / soap,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Baby soap / children's soap / soap,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Baby soap / children's soap / soap,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,Baby soap / children's soap / soap,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath towel/towel,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath towel/towel,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath towel/towel,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath towel/towel,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,Bath towel/towel,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,bathtub,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,bathtub,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,bathtub,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,bathtub,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,bathtub,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath net / bath pocket,benifit,benifit1,benifit2,benifit3,benifit4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath net / bath pocket,Shelf life,3 mouth,6 mouth,9 mouth,12 mouth,18 mouth,24 mouth,shelf life 1,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath net / bath pocket,applicable targets,baby,mother,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby bath skin care,Bath net / bath pocket,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby bath skin care,Bath net / bath pocket,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,other,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,other,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,other,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,other,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Safety seats,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Safety seats,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Safety seats,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,Safety seats,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Strap/back bag,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Strap/back bag,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Strap/back bag,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,Strap/back bag,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Children's umbrella,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Children's umbrella,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Children's umbrella,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,Children's umbrella,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Rain cover,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Rain cover,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Rain cover,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,Rain cover,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Toddler belt,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Toddler belt,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Toddler belt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,Toddler belt,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Belt/waist stool,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Belt/waist stool,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Belt/waist stool,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,Belt/waist stool,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,raincoat,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,raincoat,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,raincoat,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,raincoat,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Childcare sling,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Childcare sling,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Strap / seat / travel,Childcare sling,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Strap / seat / travel,Childcare sling,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Cloth diaper,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Cloth diaper,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Cloth diaper,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cloth diaper/pad,Cloth diaper,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Cloth diaper/pad,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Cloth diaper/pad,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Cloth diaper/pad,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cloth diaper/pad,Cloth diaper/pad,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaphragm mattress,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaphragm mattress,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaphragm mattress,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cloth diaper/pad,Diaphragm mattress,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaphragm,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaphragm,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaphragm,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cloth diaper/pad,Diaphragm,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaper belt,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaper belt,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Diaper belt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cloth diaper/pad,Diaper belt,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Gauze diaper,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Gauze diaper,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cloth diaper/pad,Gauze diaper,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cloth diaper/pad,Gauze diaper,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Crisper / lunch box,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Crisper / lunch box,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Crisper / lunch box,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Tableware/cup/accessory,Crisper / lunch box,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Children's cup,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Children's cup,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Children's cup,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Tableware/cup/accessory,Children's cup,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Children tableware,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Children tableware,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Children tableware,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Tableware/cup/accessory,Children tableware,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Food grinder,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Food grinder,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Food grinder,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Tableware/cup/accessory,Food grinder,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Bib / saliva towel / sweat towel / rice pocket,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Bib / saliva towel / sweat towel / rice pocket,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Bib / saliva towel / sweat towel / rice pocket,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Tableware/cup/accessory,Bib / saliva towel / sweat towel / rice pocket,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Feeder,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Feeder,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Feeder,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Tableware/cup/accessory,Feeder,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Drink cup,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Drink cup,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Tableware/cup/accessory,Drink cup,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Tableware/cup/accessory,Drink cup,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Set of tables and chairs,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Set of tables and chairs,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Set of tables and chairs,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Children's room/table/chair/furniture,Set of tables and chairs,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Storage rack / storage rack,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Storage rack / storage rack,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Storage rack / storage rack,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Children's room/table/chair/furniture,Storage rack / storage rack,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's room,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's room,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's room,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Children's room/table/chair/furniture,Children's room,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's sofa,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's sofa,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's sofa,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Children's room/table/chair/furniture,Children's sofa,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's chair,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's chair,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's chair,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Children's room/table/chair/furniture,Children's chair,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's table,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
